child,parent,parent_type,child_prediction,can_reverse,bert_can_reverse,bert_predicted_child
Daniel Day-Lewis,Cecil Day-Lewis,father,Daniel Day-Lewis,True,True,Daniel Day-Lewis
Keira Knightley,Sharman Macdonald,mother,Keira Knightley,True,True,Keira Knightley
Keira Knightley,Will Knightley,father,Keira Knightley,True,True,Keira Knightley
Kristen Bell,Lorelei Bell,mother,,False,True,Kristen Bell
Kristen Bell,Tom Bell,father,,False,True,Kristen Bell
Jim Carrey,Kathleen Carrey,mother,Jim Carrey,True,True,Jim Carrey
Jim Carrey,Percy Carrey,father,Jim Carrey,True,True,Jim Carrey
Gary Oldman,Kathleen Oldman,mother,Gary Oldman,True,True,Gary Oldman
Gary Oldman,Leonard Bertram Oldman,father,Gary Oldman,True,True,Gary Oldman
Jodie Comer,Donna Comer,mother,,False,False,Charlie Comer
Jodie Comer,Don Comer,father,,False,False,Charlie
Carrie Preston,Linda Barbara Preston,mother,,False,True,Carrie Preston
Mariette Hartley,Polly Cornwell,mother,,False,False,Sean McIntire
Mariette Hartley,Paul Hembree Hartley,father,,False,False,Sean McIntire
Stephen Dorff,Nancy Dorff,mother,,False,True,Stephen Dorff
Stephen Dorff,Steve Dorff,father,Stephen Dorff,True,True,Stephen Dorff
Ralph Fiennes,Jennifer Lash,mother,Ralph Fiennes,True,False,novelist and painter
Ralph Fiennes,Mark Fiennes,father,Ralph Fiennes,True,True,Ralph Fiennes
Sean Connery,Joseph Connery,father,Sean Connery,True,False,Jason Connery
Alice Eve,Sharon Maughan,mother,Alice Eve,True,True,Alice Eve
Alice Eve,Trevor Eve,father,Alice Eve,True,True,Alice Eve
Sam Elliott,Glynn Mamie Sparks,mother,,False,False,Cleo Rose Elliott
Sam Elliott,Henry Nelson Elliott,father,,False,False,Cleo Rose Elliott
Kirsten Dunst,Inez Rupprecht,mother,,False,True,Kirsten Dunst
Kirsten Dunst,Klaus Dunst,father,,False,True,Kirsten Dunst
Sasha Alexander,Sofija Kukavica,mother,,False,True,Sasha Alexander
Sasha Alexander,Slobodan Drobnjak,father,,False,True,Sasha Alexander
Liana Liberato,Rhondelle Liberato,mother,,False,False,George Liberato
Liana Liberato,George Liberato,father,,False,True,Liana Liberato
Jennette McCurdy,Debra McCurdy,mother,Jennette McCurdy,True,True,Jennette McCurdy
Jennette McCurdy,Mark McCurdy,father,,False,True,Jennette McCurdy
Harold Perrineau,Sylvia Perrineau,mother,Harold Perrineau,True,True,Harold Perrineau
Harold Perrineau,Harold Williams,father,,False,True,Harold Perrineau
Katy Mixon,Donna Mixon,mother,,False,True,Katy Mixon
Katy Mixon,Fred Mixon,father,,False,True,Katy Mixon
Jessica Chastain,Jerri Chastain,mother,Jessica Chastain,True,True,Jessica Chastain
Jessica Chastain,Michael Monasterio,father,,False,True,Jessica Chastain
Luke Grimes,Angie Barker,mother,,False,False,Rev. Randy Grimes
Luke Grimes,Randy Grimes,father,,False,False,Angie Barker
Bryan Cranston,Audrey Peggy Sell,mother,,False,False,Annalisa Cranston
Bryan Cranston,Joe Cranston,father,Bryan Cranston,True,False,Taylor Dearden Cranston
Robert Pattinson,Clare Pattinson,mother,Robert Pattinson,True,True,Robert Pattinson
Robert Pattinson,Richard Pattinson,father,Robert Pattinson,True,True,Robert Pattinson
Skyler Gisondo,Stacey Gisondo,mother,,False,False,Ron Gisondo
Skyler Gisondo,Stu Gisondo,father,,False,False,Stacey Gisondo and Ron Gisondo
Elizabeth Debicki,Piotr Debicki,father,Elizabeth Debicki,True,True,Elizabeth Debicki
Ke Huy Quan,Quan Y Huy,father,,False,True,Ke Huy Quan
Emma Heming Willis,Zorina Heming,mother,,False,False,Bruce Willis
Sophie Thatcher,Robert Thatcher,father,,False,True,Sophie Thatcher
Zoe Perry,Laurie Metcalf,mother,Zoe Perry,True,True,Zoe Perry
Zoe Perry,Jeff Perry,father,Zoe Perry,True,True,Zoe Perry
Kate Capshaw,Beverly Sue Simon,mother,,False,True,Kate Capshaw
Kate Capshaw,Edwin Leon Nail,father,,False,True,Kate Capshaw
Kelly Preston,Linda Carlson,mother,,False,True,Kelly Preston
Kelly Preston,Peter Palzis,father,,False,False,Chris Palzis
Nathan Fillion,Cookie Fillion,mother,,False,True,Nathan Fillion
Nathan Fillion,Bob Fillion,father,,False,True,Nathan Fillion
Marisa Tomei,Addie Tomei,mother,Marisa Tomei,True,False,Adam Tomei
Marisa Tomei,Gary A. Tomei,father,Marisa Tomei,True,False,Adam Tomei
Olivia Cooke,Lindsy Wild,mother,,False,True,Olivia Cooke
Olivia Cooke,John Cooke,father,,False,True,Olivia Cooke
Bridget Regan,Mary Catherine Regan,mother,,False,True,Bridget Regan
Bridget Regan,Jim Regan,father,,False,False,Frankie Jean and Bernard Moon
Hope Davis,Joan Davis,mother,,False,False,Georgia Julia
Hope Davis,William Davis,father,,False,False,Georgia Julia
Gemma Arterton,Sally-Anne Heap,mother,,False,True,Gemma Arterton
Gemma Arterton,Barry Arterton,father,Gemma Arterton,True,False,Hannah
Mads Mikkelsen,Bente Christiansen,mother,,False,False,Lars Mikkelsen
Mads Mikkelsen,Henning Mikkelsen,father,,False,False,Lars Mikkelsen
Yvonne Strahovski,Bozena Strahovski,mother,Yvonne Strahovski,True,True,Yvonne Strahovski
Yvonne Strahovski,Peter Strzechowski,father,Yvonne Strahovski,True,True,Yvonne Strahovski
Lance Reddick,Doris Reddick,mother,,False,True,Lance Reddick
Anna Kendrick,Janice Kendrick,mother,,False,False,Michael Cooke Kendrick
Anna Kendrick,William Kendrick,father,,False,True,Anna Kendrick
Saoirse Ronan,Monica Ronan,mother,Saoirse Ronan,True,True,Saoirse Ronan
Saoirse Ronan,Paul Ronan,father,Saoirse Ronan,True,True,Saoirse Ronan
Adrien Brody,Sylvia Plachy,mother,Adrien Brody,True,False,photojournalist
Adrien Brody,Elliot Brody,father,,False,False,Sylvia Plachy
Joel Edgerton,Marianne Edgerton,mother,,False,True,Joel Edgerton
Joel Edgerton,Michael Edgerton,father,,False,True,Joel Edgerton
Jamie Lee Curtis,Janet Leigh,mother,Jamie Lee Curtis,True,True,Jamie Lee Curtis
Jamie Lee Curtis,Tony Curtis,father,Jamie Lee Curtis,True,True,Jamie Lee Curtis
Bella Ramsey,Alex Ramsey,father,,False,True,Bella Ramsey
Jack Nicholson,June Frances Nicholson,mother,Jack Nicholson,True,False,half - sister
Jack Nicholson,Donald Furcillo,father,Jack Nicholson,True,True,Jack Nicholson
Michelle Yeoh,Janet Yeoh,mother,,False,True,Michelle Yeoh
Michelle Yeoh,Yeoh Kian Teik,father,,False,True,Michelle Yeoh
Tom Pelphrey,Richard Pelphrey,father,,False,True,Tom Pelphrey
Anthony Ramos,Mildred Ramos,mother,,False,True,Anthony Ramos
Jane Russell,Geraldine Jacobi,mother,,False,True,Jane Russell
Jane Russell,Roy William Russell,father,Jane Russell,True,True,Jane Russell
Maria Bello,Kathy Bello,mother,,False,False,Jackson McDermott
Maria Bello,Joe Bello,father,,False,False,Jackson McDermott
Kirk Fox,Joyce Fox,mother,,False,True,Kirk Fox
Kirk Fox,Gardner Fox,father,,False,True,Kirk Fox
Britt Robertson,Beverly Robertson,mother,,False,True,Britt Robertson
Britt Robertson,Ryan Robertson,father,,False,True,Britt Robertson
Laura Benanti,Linda Wonneberger,mother,,False,False,Ella Rose
Laura Benanti,Martin Vidnovic,father,Laura Benanti,True,False,Ella Rose
Harry Melling,Joanne Melling,mother,,False,False,"His mother is Joanna Troughton, who is an author and illustrator of children's books"
Harry Melling,Paul Melling,father,,False,True,Harry Melling
Isabella Rossellini,Ingrid Bergman,mother,Isabella Rossellini,True,True,Isabella Rossellini
Isabella Rossellini,Roberto Rossellini,father,Isabella Rossellini,True,True,Isabella Rossellini
Gina Torres,Rebecca Torres,mother,,False,False,Delilah Fishburne
Gina Torres,Richard Torres,father,,False,False,Delilah Fishburne
Bella Thorne,Tamara Thorne,mother,,False,True,Bella Thorne
Julia Roberts,Betty Lou Bredemus,mother,Julia Roberts,True,True,Julia Roberts
Julia Roberts,Walter Grady Roberts,father,Julia Roberts,True,True,Julia Roberts
Bob Odenkirk,Barbara Odenkirk,mother,Bob Odenkirk,True,True,Bob Odenkirk
Bob Odenkirk,Walter Odenkirk,father,Bob Odenkirk,True,True,Bob Odenkirk
Woody Harrelson,Diane Lou Oswald,mother,,False,True,Woody Harrelson
Woody Harrelson,Charles Harrelson,father,Woody Harrelson,True,True,Woody Harrelson
Ridley Scott,Elizabeth Jean Scott,mother,,False,True,Ridley Scott
Ridley Scott,Francis Percy Scott,father,,False,True,Ridley Scott
Amanda Schull,Susan Schull,mother,,False,True,Amanda Schull
Robert Carlyle,Elizabeth McDonald,mother,,False,True,Robert Carlyle
Robert Carlyle,Joseph Carlyle,father,,False,False,Pearce
Edward Norton,Lydia Robinson Norton,mother,,False,True,Edward Norton
Edward Norton,Edward Mower Norton Jr.,father,Edward Norton,True,True,Edward Norton
Bel Powley,Janis Jaffa,mother,,False,False,casting director
Bel Powley,Mark Powley,father,,False,True,Bel Powley
Bill Paxton,Mary Lou Paxton,mother,,False,True,Bill Paxton
Bill Paxton,John Lane Paxton,father,,False,True,Bill Paxton
Dakota Johnson,Melanie Griffith,mother,Dakota Johnson,True,False,Tippi Hedren
Dakota Johnson,Don Johnson,father,Dakota Johnson,True,True,Dakota Johnson
Anna Torv,Susan Torv,mother,Anna Torv,True,True,Anna Torv
Anna Torv,Hans Torv,father,,False,True,Anna Torv
Benjamin Walker,Jeannine Walker,mother,,False,True,Benjamin Walker
Benjamin Walker,Greg Walker,father,,False,True,Benjamin Walker
Hunter Schafer,Katy Schafer,mother,,False,True,Hunter Schafer
Hunter Schafer,Mac Schafer,father,,False,True,Hunter Schafer
Nicole Ari Parker,Susan Parker,mother,,False,False,Sophie Tei Naaki Lee Kodjoe
Nicole Ari Parker,Donald Parker,father,,False,False,Sophie Tei Naaki Lee Kodjoe
Errol Flynn,Marelle Young,mother,,False,True,Errol Flynn
Errol Flynn,Theodore Thomson Flynn,father,Errol Flynn,True,True,Errol Flynn
Annie Wersching,Sandy Wersching,mother,,False,False,Freddie
Annie Wersching,Frank Wersching Jr.,father,Annie Wersching,True,False,Freddie
Bill Hader,Sherri Renee Hader,mother,,False,True,Bill Hader
Bill Hader,William Thomas Hader Sr.,father,Bill Hader,True,True,Bill Hader
Kaya Scodelario,Katia Scodelario,mother,,False,True,Kaya Scodelario
Kaya Scodelario,Roger Humphrey,father,,False,True,Kaya Scodelario
Sadie Frost,Mary Davidson,mother,,False,True,Sadie Frost
Sadie Frost,David Vaughan,father,,False,True,Sadie Frost
Sadie Stanley,Matt Stanley,father,,False,False,Tracy Stanley
Christina Hendricks,Jackie Sue Raymond,mother,,False,True,Christina Hendricks
Christina Hendricks,Robert Hendricks,father,,False,True,Christina Hendricks
Colin Farrell,Rita Farrell,mother,,False,True,Colin Farrell
Colin Farrell,Eamon Farrell,father,,False,True,Colin Farrell
Michael B. Jordan,Donna Jordan,mother,,False,False,Khalid Jordan
Michael B. Jordan,Michael A. Jordan,father,,False,False,Khalid Jordan
John Travolta,Helen Travolta,mother,John Travolta,True,True,John Travolta
John Travolta,Salvatore Travolta,father,John Travolta,True,True,John Travolta
Mamoudou Athie,El Hadj Athie,father,,False,True,Mamoudou Athie
Adria Arjona,Leslie Torres,mother,,False,True,Adria Arjona
Adria Arjona,Ricardo Arjona,father,Adria Arjona,True,True,Adria Arjona
Miles Teller,Merry Flowers,mother,,False,True,Miles Teller
Miles Teller,Mike Teller,father,,False,True,Miles Teller
Annie Potts,Dorothy Harris Potts,mother,,False,True,Annie Potts
Annie Potts,Powell Grisette Potts,father,,False,False,Clay Senechal
Leslie Bibb,Betty Blakemore Sulzbach,mother,,False,True,Leslie Bibb
Steve Carell,Harriet Theresa Carell,mother,Steve Carell,True,True,Steve Carell
Steve Carell,Edwin A. Carell,father,Steve Carell,True,True,Steve Carell
Katherine Heigl,Nancy Heigl,mother,Katherine Heigl,True,True,Katherine Heigl
Katherine Heigl,Paul Heigl,father,Katherine Heigl,True,True,Katherine Heigl
M. Night Shyamalan,Jayalakshmi Shyamalan,mother,M. Night Shyamalan,True,True,M. Night Shyamalan
M. Night Shyamalan,Nelliate C. Shyamalan,father,,False,True,M. Night Shyamalan
Sarah Jessica Parker,Barbara Parker,mother,,False,True,Sarah Jessica Parker
Sarah Jessica Parker,Stephen Parker,father,,False,True,Sarah Jessica Parker
Zooey Deschanel,Mary Jo Deschanel,mother,Zooey Deschanel,True,True,Zooey Deschanel
Zooey Deschanel,Caleb Deschanel,father,Zooey Deschanel,True,True,Zooey Deschanel
David Harbour,Kenneth Harbour,father,,False,True,David Harbour
Molly C. Quinn,Dianne Quinn,mother,,False,False,Tom Quinn
Molly C. Quinn,Tom Quinn,father,,False,True,Molly C. Quinn
Cara Delevingne,Pandora Delevingne,mother,Cara Delevingne,True,True,Cara Delevingne
Cara Delevingne,Charles Delevingne,father,Cara Delevingne,True,True,Cara Delevingne
Andrew Garfield,Lynn Garfield,mother,,False,False,Ben Garfield
Andrew Garfield,Richard Garfield,father,,False,True,Andrew Garfield
Daniel Radcliffe,Marcia Gresham,mother,Daniel Radcliffe,True,True,Daniel Radcliffe
Daniel Radcliffe,Alan Radcliffe,father,Daniel Radcliffe,True,True,Daniel Radcliffe
Julie Bowen,Suzanne Frey Bowen,mother,,False,True,Julie Bowen
Julie Bowen,John Alexander Luetkemeyer Jr.,father,,False,True,Julie Bowen
Diane Lane,Colleen Farrington,mother,Diane Lane,True,True,Diane Lane
Diane Lane,Burt Lane,father,,False,True,Diane Lane
Connie Nielsen,Laila Nielsen,mother,,False,False,Sebastian Sartor
Connie Nielsen,Bent Nielsen,father,,False,False,Sebastian Sartor
Abbie Cornish,Shelley Cornish,mother,,False,False,Isabelle Cornish
Abbie Cornish,Barry Cornish,father,,False,False,Isabelle Cornish
Daniel Craig,Olivia Craig,mother,,False,True,Daniel Craig
Daniel Craig,Tim Craig,father,,False,True,Daniel Craig
Common,Dr. Mahalia Ann Hines,mother,,False,False,Omoye Assata Lynn
Common,Lonnie Lynn Sr.,father,,False,False,Omoye Assata Lynn
Danny McBride,Kathy Rudy,mother,,False,True,Danny McBride
Danny McBride,Jim McBride,father,,False,False,Declan George McBride
Jake Johnson,Eve Johnson,mother,,False,False,Erin Payne
Jake Johnson,Ken Weinberger,father,,False,True,Jake Johnson
Stanley Tucci,Joan Tucci,mother,Stanley Tucci,True,True,Stanley Tucci
Stanley Tucci,"Stanley Tucci, Sr.",father,Stanley Tucci,True,True,Stanley Tucci
Julia Stiles,Judith Newcomb Stiles,mother,Julia Stiles,True,False,Strummer Newcomb Cook
Julia Stiles,John O'Hara,father,,False,False,Strummer Newcomb Cook
Paul Mescal,Dearbhla Mescal,mother,,False,False,"His mother is Dearbhla Mescal, who has worked in the police force"
Charlie Murphy,Lillian Murphy,mother,,False,False,Eddie Murphy
Charlie Murphy,Charles Edward Murphy,father,,False,False,Eddie Murphy
Ethan Hawke,Leslie Hawke,mother,Ethan Hawke,True,True,Ethan Hawke
Ethan Hawke,James Steven Hawke,father,,False,True,Ethan Hawke
Jordana Brewster,Maria João Brewster,mother,,False,False,Julian Form - Brewster
Jordana Brewster,Alden Brewster,father,,False,False,Julian Form - Brewster
Helen Mirren,Kathleen Alexandrina Eva Matilda Rogers,mother,,False,True,Helen Mirren
Helen Mirren,Vasily Petrovich Mironoff,father,Helen Mirren,True,True,Helen Mirren
Virginia Gardner,Sarah Gardner,mother,,False,False,Chuck Gardner
Virginia Gardner,Chuck Gardner,father,,False,False,Sarah Gardner
Suki Waterhouse,Elizabeth Waterhouse,mother,,False,False,"Imogen "" Immy "" Waterhouse"
Suki Waterhouse,Norman Waterhouse,father,,False,False,Imogen
Lacey Chabert,Julie Chabert,mother,,False,True,Lacey Chabert
Lacey Chabert,Tony Chabert,father,,False,True,Lacey Chabert
Reese Witherspoon,Betty Reese,mother,Reese Witherspoon,True,True,Reese Witherspoon
Reese Witherspoon,John Draper Witherspoon,father,Reese Witherspoon,True,True,Reese Witherspoon
Gabriel Basso,Marcie Basso,mother,,False,False,Louis J. Basso Jr.
Gabriel Basso,Louis J. Basso,father,,False,True,Gabriel Basso
Olivia d'Abo,Maggie London,mother,,False,True,Olivia d'Abo
Simon Pegg,Gillian Rosemary Smith,mother,,False,True,Simon Pegg
Simon Pegg,John Beckingham,father,,False,True,Simon Pegg
Jackie Chan,Lee-Lee Chan,mother,,False,False,Jaycee Chan
Jackie Chan,Charles Chan,father,Jackie Chan,True,False,Jaycee Chan
Zoey Deutch,Lea Thompson,mother,Zoey Deutch,True,True,Zoey Deutch
Zoey Deutch,Howard Deutch,father,Zoey Deutch,True,True,Zoey Deutch
Tom Welling,Bonnie Welling,mother,,False,True,Tom Welling
Tom Welling,Mark Welling,father,,False,True,Tom Welling
Madelyn Cline,Pam Cline,mother,,False,True,Madelyn Cline
Madelyn Cline,Mark Cline,father,,False,True,Madelyn Cline
Holly Hunter,Opal Marguerite Catledge,mother,,False,False,Claude MacDonald
Holly Hunter,Charles Edwin Hunter,father,,False,False,Claude MacDonald
Emmanuelle Seigner,Aline Ponelle,mother,,False,True,Emmanuelle Seigner
Emmanuelle Seigner,Jean-Louis Seigner,father,Emmanuelle Seigner,True,True,Emmanuelle Seigner
Claudia Lee,Denise Lee,mother,,False,True,Claudia Lee
Claudia Lee,Klaudiusz Lee,father,,False,True,Claudia Lee
Piper Perabo,Mary Charlotte Ulland,mother,,False,True,Piper Perabo
Piper Perabo,William Perabo,father,Piper Perabo,True,True,Piper Perabo
Morgan Freeman,Mayme Edna Revere,mother,Morgan Freeman,True,True,Morgan Freeman
Morgan Freeman,"Morgan Porterfield Freeman, Sr.",father,Morgan Freeman Jr.,True,True,Morgan Freeman
Domhnall Gleeson,Mary Weldon,mother,,False,True,Domhnall Gleeson
Domhnall Gleeson,Brendan Gleeson,father,Domhnall Gleeson,True,True,Domhnall Gleeson
Dove Cameron,Bonnie Wallace,mother,Dove Cameron,True,False,Mother : * * Bonnie Wallace. She has been supportive of Dove's career and has even written a book about navigating the entertainment industry
Dove Cameron,Philip Alan Hosterman,father,Dove Cameron,True,True,Dove Cameron
Olivia Holt,Kim Holt,mother,,False,True,Olivia Holt
Olivia Holt,Mark Holt,father,,False,True,Olivia Holt
Maika Monroe,Dixie Monroe,mother,,False,True,Maika Monroe
Maika Monroe,Dixie Brubaker,father,,False,True,Maika Monroe
Michael Sheen,Irene Sheen,mother,,False,True,Michael Sheen
Michael Sheen,Meyrick Sheen,father,Michael Sheen,True,True,Michael Sheen
David Fincher,Claire Mae Fincher,mother,,False,False,Phelix Imogen Fincher
David Fincher,Howard Fincher,father,,False,False,Phelix Imogen Fincher
Michael Fassbender,Adele Fassbender,mother,,False,True,Michael Fassbender
Michael Fassbender,Josef Fassbender,father,Michael Fassbender,True,True,Michael Fassbender
Sofia Black-D'Elia,Eleanor D'Elia,mother,,False,True,Sofia Black-D'Elia
Sofia Black-D'Elia,Anthony D'Elia,father,,False,False,"Sofia Black - D'Elia is an American actress known for her roles in television series such as "" Skins, "" "" The Night Of, "" and "" Your Honor. "" Regarding her family : 1. * * Parents * * : - * * Father * * : Anthony V. D'Elia, who is a judge"
Eva Green,Marlène Jobert,mother,Eva Green,True,True,Eva Green
Eva Green,Walter Green,father,,False,False,Joy Green
Rooney Mara,Kathleen McNulty Rooney,mother,,False,True,Rooney Mara
Rooney Mara,Chris Mara,father,,False,True,Rooney Mara
Emma Thompson,Phyllida Law,mother,Emma Thompson,True,False,Gaia Romilly Wise
Emma Thompson,Eric Thompson,father,Emma Thompson,True,True,Emma Thompson
Poorna Jagannathan,Retired Vice Admiral V.R. Jagannathan,father,,False,True,Poorna Jagannathan
Melissa Benoist,Julie Benoist,mother,,False,False,Huxley Robert Wood
Melissa Benoist,Jim Benoist,father,,False,False,Huxley Robert Wood
Frances McDormand,Noreen E. Nickelson McDormand,mother,Frances McDormand,True,False,Pedro McDormand Coen
Frances McDormand,Vernon McDormand,father,Frances McDormand,True,False,Pedro McDormand Coen
Krysten Ritter,Kathy Ritter,mother,,False,False,Bruce Julian Knight Granofsky
Krysten Ritter,Gary Ritter,father,,False,False,Bruce Julian Knight Granofsky
Fisher Stevens,Sally Fisher,mother,,False,False,"His mother, Sally, was a painter and AIDS activist"
Viggo Mortensen,Grace Gamble Atkinson,mother,,False,False,Henry Blake Mortensen
Viggo Mortensen,Viggo Peter Mortensen Sr.,father,Viggo Mortensen Jr.,True,False,Henry Blake Mortensen
Liv Tyler,Bebe Buell,mother,Liv Tyler,True,True,Liv Tyler
Liv Tyler,Steven Tyler,father,Liv Tyler,True,True,Liv Tyler
Jack Black,Judith Love Cohen,mother,Jack Black,True,True,Jack Black
Jack Black,Thomas William Black,father,,False,True,Jack Black
Taylor Kitsch,Susan Green,mother,,False,False,Drew Kitsch
Taylor Kitsch,Drew Kitsch,father,,False,True,Taylor Kitsch
Michael Cera,Linda Cera,mother,,False,True,Michael Cera
Michael Cera,Luigi Cera,father,,False,True,Michael Cera
James Gunn,Leota Gunn,mother,,False,True,James Gunn
James Gunn,James F. Gunn,father,James Gunn,True,False,Sean Gunn
Emily Browning,Shelley Browning,mother,,False,True,Emily Browning
Emily Browning,Andrew Browning,father,,False,False,Nicholas and Matthew
Neve Campbell,Marnie Neve Campbell,mother,,False,True,Neve Campbell
Neve Campbell,Gerry Campbell,father,,False,True,Neve Campbell
John Krasinski,Mary Clare Krasinski,mother,John Krasinski,True,True,John Krasinski
John Krasinski,Ronald Krasinski,father,,False,True,John Krasinski
Paul Walker,Cheryl Walker,mother,Paul Walker,True,True,Paul Walker
Paul Walker,Paul William Walker III,father,Paul Walker IV,True,False,Meadow Rain Walker
Jacob Tremblay,Christina Candia Tremblay,mother,,False,True,Jacob Tremblay
Jacob Tremblay,Jason Tremblay,father,Jacob Tremblay,True,True,Jacob Tremblay
Abby Ryder Fortson,Christie Lynn Smith,mother,Abby Ryder Fortson,True,True,Abby Ryder Fortson
Abby Ryder Fortson,John Fortson,father,Abby Ryder Fortson,True,True,Abby Ryder Fortson
Natasia Demetriou,Ellie Demetriou,father,,False,False,Jamie
Eric Stoltz,Evelyn B. Stoltz,mother,,False,True,Eric Stoltz
Eric Stoltz,Jack Stoltz,father,,False,True,Eric Stoltz
John Cena,Carol Cena,mother,John Cena,True,True,John Cena
John Cena,John Cena Sr.,father,John Cena Jr.,True,False,John Felix Anthony Cena Sr.
Michelle Williams,Carla Williams,mother,,False,True,Michelle Williams
Michelle Williams,Larry Richard Williams,father,Michelle Williams,True,True,Michelle Williams
Geena Davis,Lucille Davis,mother,,False,True,Geena Davis
Geena Davis,William F. Davis,father,,False,True,Geena Davis
Paul Rudd,Gloria Rudd,mother,Paul Rudd,True,True,Paul Rudd
Paul Rudd,Michael Rudd,father,,False,False,Jack Sullivan Rudd
James Mangold,Sylvia Plimack Mangold,mother,James Mangold,True,True,James Mangold
James Mangold,Robert Mangold,father,James Mangold,True,True,James Mangold
Sadie Sink,Lori Sink,mother,,False,True,Sadie Sink
Sadie Sink,Casey Adam Sink,father,,False,False,"Her father, Casey, is a football coach"
Annabelle Wallis,Richard Hardman,father,,False,False,"Richard Harris, as she is his niece"
Paula Patton,Joyce Patton,mother,,False,False,Julian Fuego Thicke
Paula Patton,Charles Patton,father,,False,False,Julian Fuego Thicke
Judy Holliday,Helen Tuvim,mother,Judy Holliday,True,False,Jonathan Oppenheim
Judy Holliday,Abe Tuvim,father,Judy Holliday,True,False,Jonathan Oppenheim
Martin Freeman,Philomena Norris,mother,,False,False,Joe Freeman
Martin Freeman,Geoffrey Freeman,father,,False,False,Grace Freeman
Milla Jovovich,Galina Jovovich,mother,Milla Jovovich,True,True,Milla Jovovich
Milla Jovovich,Bogdan Jovovich,father,Milla Jovovich,True,True,Milla Jovovich
Peyton List,Suzanne List,mother,,False,True,Peyton List
Peyton List,John List,father,,False,True,Peyton List
James Norton,Lavinia Norton,mother,,False,True,James Norton
James Norton,Hugh B. Norton,father,,False,True,James Norton
Noomi Rapace,Nina Norén,mother,,False,True,Noomi Rapace
Noomi Rapace,Rogelio Durán,father,,False,False,Lev Rapace
Tobias Menzies,Gillian Menzies,mother,,False,True,Tobias Menzies
Tobias Menzies,Peter Menzies Jr.,father,,False,True,Tobias Menzies
Edward Furlong,Eleanor Torres,mother,,False,True,Edward Furlong
Edward Furlong,Eleanor Torres,father,,False,True,Edward Furlong
Brooke Langton,Jackson Langton,mother,,False,True,Brooke Langton
Brooke Langton,Jackson Langton,father,,False,True,Brooke Langton
Ellen Barkin,Evelyn Barkin,mother,,False,True,Ellen Barkin
Ellen Barkin,Sol Barkin,father,,False,True,Ellen Barkin
Mae Whitman,Pat Musick,mother,Mae Whitman,True,False,"Mother : * * Pat Musick, who is a voice actress known for her work in animation"
Mae Whitman,Pat Whitman,father,,False,False,"Mother : * * Pat Musick, who is a voice actress known for her work in animation"
John Francis Daley,R.F. Daley,mother,,False,True,John Francis Daley
John Francis Daley,R.F. Daley,father,,False,True,John Francis Daley
Tim Robbins,Mary Robbins,mother,,False,True,Tim Robbins
Tim Robbins,Gil Robbins,father,Tim Robbins,True,True,Tim Robbins
Ashly Burch,David Burch,father,,False,True,Ashly Burch
Zac Efron,Starla Baskett,mother,Zac Efron,True,False,Dylan Efron
Zac Efron,David Efron,father,Zac Efron,True,True,Zac Efron
Will Patton,Billie Patton,mother,,False,False,Father : * * Bill Patton. He was a playwright and acting / directing instructor
Will Patton,Bill Patton,father,,False,True,Will Patton
Sam Levinson,Diana Rhodes,mother,,False,True,Sam Levinson
Sam Levinson,Barry Levinson,father,Sam Levinson,True,True,Sam Levinson
Parker Posey,Lynda Patton,mother,,False,True,Parker Posey
Parker Posey,Chris Posey,father,,False,False,twin brother
Emily Osment,Theresa Osment,mother,Emily Osment,True,True,Emily Osment
Emily Osment,Michael Eugene Osment,father,Emily Osment,True,False,Haley Joel Osment
Boyd Holbrook,Ellen Holbrook,mother,,False,False,Day
Boyd Holbrook,Don Holbrook,father,,False,False,Day
Jennifer Morrison,Judy Morrison,mother,,False,False,Julia Morrison
Jennifer Morrison,David L. Morrison,father,,False,False,Julia Morrison
Iain Glen,Hamish Glen,father,,False,False,Mary Glen
Naomi Watts,Myfanwy Edwards Roberts,mother,,False,True,Naomi Watts
Naomi Watts,Peter Watts,father,,False,False,"Alexander "" Sasha "" Pete Schreiber"
Liam Hemsworth,Leonie Hemsworth,mother,,False,False,"Luke Hemsworth : * * Born in 1980, Luke is known for his work on the television series "" Westworld. "" - * * Chris Hemsworth"
Liam Hemsworth,Craig Hemsworth,father,,False,True,Liam Hemsworth
Marlon Brando,Dorothy Julia Pennebaker Brando,mother,Marlon Brando,True,True,Marlon Brando
Marlon Brando,Marlon Brando Sr.,father,Marlon Brando Jr.,True,True,Marlon Brando
Emma Mackey,Rachel Mackey,mother,,False,True,Emma Mackey
Emma Mackey,Philippe Mackey,father,,False,True,Emma Mackey
Nicola Peltz Beckham,Claudia Heffner Peltz,mother,,False,True,Nicola Peltz Beckham
Nicola Peltz Beckham,Nelson Peltz,father,,False,True,Nicola Peltz Beckham
Ariana Richards,Darielle Garrison,mother,,False,True,Ariana Richards
Ariana Richards,Gary Richards,father,,False,True,Ariana Richards
Cameron Diaz,Billie Diaz,mother,,False,False,Raddix
Cameron Diaz,Emilio Diaz,father,Cameron Diaz,True,True,Cameron Diaz
Ruby Rose,Katia Langenheim,mother,Ruby Rose,True,True,Ruby Rose
Jennifer Coolidge,Pauline Coolidge,mother,,False,False,Gretchen Knauff
Jennifer Coolidge,Paul Coolidge,father,,False,True,Jennifer Coolidge
Daisy Edgar-Jones,Wendy Edgar-Jones,mother,,False,True,Daisy Edgar-Jones
